index,Name,Provider,Image_url,RTP,Pay_lines,Free_spins,Bonus_game
3683,The Lucky Farm,Vista Gaming,the-lucky-farm.jpg,Unknown,9,Yes,Yes
3684,Sands Of Egypt,Vista Gaming,sands-of-egypt.jpg,Unknown,9,No,Yes
3685,World Tour,iSoftBet,world-tour.jpg,Unknown,5,No,No
3686,Jester's Wild,WGS Technology (Vegas Technology),jester-s-wild.jpg,Unknown,30,Yes,Yes
3687,Multiplayer Playboy,Microgaming,multiplier-playboy-ss.jpg,,20,Yes,No
3688,Ducks'N'Eggs,Pragmatic Play,ducksneggs.JPG,Unknown,20,Yes,Yes
3689,Supercars,World Match,supercars.jpg,Unknown,25,Yes,No
3690,The Last Crusade,World Match,the-last-crusade.jpg,Unknown,25,Yes,No
3691,Horror Castle,World Match,horror-castle.jpg,Unknown,25,Yes,No
3692,Hero's War,World Match,hero-s-war.jpg,Unknown,25,Yes,No
3693,The Mad Hatter,World Match,the-mad-hatter.jpg,Unknown,25,Yes,No
3694,Fruits Dimension,World Match,fruits-dimension.jpg,Unknown,25,Yes,Yes
3695,Diamond Croupier,World Match,diamond-croupier.jpg,Unknown,25,Yes,Yes
3696,Contraption Game,World Match,contraption-game.jpg,Unknown,25,Yes,Yes
3697,Bikini Beach,World Match,bikini-beach.jpg,Unknown,25,Yes,Yes
3698,Love Lab,World Match,love-lab.jpg,Unknown,25,Yes,Yes
3699,Circus,World Match,circus.jpg,Unknown,25,Yes,Yes
3700,Polar Adventure,World Match,polar-adventure.jpg,Unknown,25,Yes,No
3701,King Tut's Chamber,World Match,king-tut-s-chamber.jpg,Unknown,25,Yes,No
3702,Magic Quest,World Match,magic-quest.jpg,Unknown,25,Yes,Yes
3703,Cowboys Go West,World Match,cowboys-go-west.jpg,Unknown,25,Yes,Yes
3704,Glamour Hills,World Match,glamour-hills.jpg,Unknown,25,Yes,Yes
3705,Touch Down,World Match,touch-down.jpg,Unknown,25,Yes,Yes
3706,Zen Blade,World Match,zen-blade.jpg,Unknown,25,Yes,Yes
3707,Ghosts' Night,World Match,ghosts-night.jpg,Unknown,25,Yes,Yes
3708,NYC Real Estate,World Match,nyc-real-estate.jpg,Unknown,25,Yes,No
3709,Maximum,World Match,maximum.jpg,Unknown,25,Yes,Yes
3710,Hollywood Film,World Match,hollywood-film.jpg,Unknown,25,Yes,Yes
3711,Monkeys VS Sharks,World Match,monkeys-vs-sharks.jpg,Unknown,25,Yes,Yes
3712,Burlesque,World Match,burlesque.jpg,Unknown, 25,Yes,Yes
3713,The Pirates Tavern,World Match,the-pirates-tavern.jpg,Unknown,15,Yes,No
3714,Into The Woods,World Match,into-the-woods.jpg,Unknown,25,Yes,Yes
3715,Mexican Cook,World Match,mexican-cook.jpg,Unknown,15,Yes,No
3716,Insect World,World Match,insect-world.jpg,Unknown,15,Yes,No
3717,Vampire Killer,World Match,vampire-killer.jpg,Unknown,15,Yes,No
3718,Sugarush,World Match,sugarush.jpg,Unknown,15,Yes,No
3719,B-Boy's Street,World Match,b-boy-s-street.jpg,Unknown,20,Yes,Yes
3720,Fire And Rescue,World Match,fire-and-rescue.jpg,Unknown,20,Yes,Yes
3721,Farm Adventure,World Match,farm-adventure.jpg,Unknown,20,Yes,Yes
3722,Bee Crazy,World Match,bee-crazy.jpg,Unknown,25,Yes,No
3723,Freaky Fortune,World Match,freaky-fortune.jpg,Unknown,15,Yes,Yes
3724,Forest Treasure,Pragmatic Play,forest-treasure.jpg,Unknown,25,Yes,Yes
3725,The Forbidden City,World Match,the-forbidden-city.jpg,Unknown,15,Yes,Yes
3726,Fight Night,World Match,fight-night.jpg,Unknown,25,Yes,Yes
3727,Striking Viking,World Match,striking-viking.jpg,Unknown,25,Yes,Yes
3728,Havana Cubana,Bally,havana-cubana.jpg,94.05%,40,Yes,No
3729,Angry Angels,World Match,angry-angels.jpg,Unknown,25,Yes,Yes
3730,Crime Records,World Match,crime-records.jpg,Unknown,25,Yes,Yes
3731,All Fruits,World Match,all-fruits.jpg,Unknown,25,Yes,No
3732,Return Of The Phoeinx,World Match,return-of-the-phoeinx.jpg,Unknown,25,Yes,No
3733,Lady Glamour,World Match,lady-glamour.jpg,Unknown,25,Yes,No
3734,Just Hot,World Match,just-hot.jpg,Unknown,5,No,No
3735,Queen Of Oceans,World Match,queen-of-oceans-slot-world-match.jpg,Unknown,10,Yes,No
3736,Robin Hood,World Match,robin-hood-2.jpg,Unknown,25,Yes,Yes
3737,Dante's Hell,World Match,dante-s-hell.jpg,Unknown,25,Yes,Yes
3738,Dante's Purgatory,World Match,dante-s-purgatory.jpg,Unknown,25,Yes,Yes
3739,Go Wild,World Match,go-wild.jpg,Unknown,15,Yes,Yes
3740,Magic Lamp,World Match,magic-lamp.jpg,Unknown,25,Yes,Yes
3741,80 Days Adventure,World Match,80-day-adventure.jpg,Unknown,25,Yes,Yes
3742,Bandit's Bounty,World Match,bandit-s-bounty.jpg,Unknown,20,Yes,Yes
3743,Monster House,Vista Gaming,monster-house.jpg,Unknown,21,Yes,Yes
3744,Amazon Quest,Vista Gaming,amazon-quest.jpg,,21,Yes,Yes
3745,Lucky Sweets,BGAMING,lucky-sweets-slot-bgaming.jpg,Unknown,5,No,No
3746,Desert Treasure,BGAMING,desert-treasure-slot-bgaming.jpg,Unknown,9,Yes,No
3747,Crazy Starter,BGAMING,crazy-starter-slot-spftswiss.jpg,Unknown,25,Yes,No
3748,Cherry Fiesta,BGAMING,cherry-fiesta-slot-bgaming.jpg,Unknown,9,Yes,No
3749,Nitro 81,Xatronic Software,nitro-81.jpg,Unknown,81,No,No
3750,Lost Vikings,Vista Gaming,lost-vikings.jpg,Unknown,21,Yes,Yes
3751,Princess Of The Seas,Vista Gaming,princess-of-sea.jpg,Unknown,21,No,Yes
3752,Sphinx Gold,Cayetano Gaming,sphinx-gold.jpg,95.25%,20,No,Yes
3753,Pyramid Gold,Cayetano Gaming,pyramid-gold.jpg,95.17%,40,Yes,No
3754,Pirates,Cayetano Gaming,pirates.jpg,90.33%,20,No,Yes
3755,Little Pigs,Cayetano Gaming,little-pigs.jpg,97.62%,100,Yes,No
3756,Irish Clover,Cayetano Gaming,irish-clover.jpg,95.18%,20,Yes,No
3757,Gold` Erado,Cayetano Gaming,gold-erado.jpg,96.07%,20,No,Yes
3758,Dragons Wild,Cayetano Gaming,dragons-wild-2.jpg,95.27%,10,Yes,Yes
3759,Diamond Dice,Cayetano Gaming,diamond-dice.jpg,95.33%,,Yes,No
3760,Devil Belles,Cayetano Gaming,devil-belles.jpg,94.75%,40,Yes,No
3761,Cinderella`s Palace,Cayetano Gaming,cinderella-s-palace.jpg,95.68%,9,Yes,Yes
3762,Cat N` Mouse,Cayetano Gaming,cat-n-mouse.jpg,95.63%,20,Yes,Yes
3763,Ball Of Shame,Cayetano Gaming,ball-of-shame.jpg,94.72%,20,Yes,No
3764,Babylon Treasure,Cayetano Gaming,babylon-treasure.jpg,95.15%,20,Yes,Yes
3765,Asian Riches,Cayetano Gaming,asian-riches.jpg,94.25%,15,No,Yes
3766,7 Dwarf`s Diamonds,Cayetano Gaming,7-dwarf-s-diamonds.jpg,90.99%,20,Yes,Yes
3767,Wild Bugs,Cayetano Gaming,wild-bugs.jpg,92.49%,10,Yes,No
3768,Egyptian Wilds,Cayetano Gaming,egyptian-wilds.jpg,93.79%,10,Yes,No
3769,Golden Thunder,Cayetano Gaming,golden-thunder.jpg,95.62%,20,Yes,No
3770,Mayan Mystery,Cayetano Gaming,mayan-mystery.jpg,92.1%, 10,No,No
3771,Game of Kings,Betsoft,game-of-kings-ss.jpg,,25,Yes,Yes
3772,Randalls Riches,Realistic,randalls-riches-ss.jpg,95.21%,10,No,Yes
3773,Rising Sun 5 Reel,Saucify,empty-slot.jpg,Unknown,20,Yes,No
3774,Nascash,Saucify,empty-slot.jpg,Unknown,25,Yes,No
3775,Monkey Business,Saucify,empty-slot.jpg,Unknown,20,Yes,Yes
3776,Alpha Squad,Saucify,empty-slot.jpg,Unknown,30,Yes,No
3777,Tahiti Time,Rival Gaming,empty-slot.jpg,Unknown,1,Yes,No
3778,Circus Brilliant,EGT Interactive,circus-brilliant.jpg,96.14%,20,Yes,No
3779,Olympus Glory,EGT Interactive,olympus-glory.jpg,96.23%,10,Yes,No
3780,Book Of Magic,EGT Interactive,book-of-magic-slot-egt-interactive.jpg,96.09%,20,Yes,No
3781,Fruits Kingdom,EGT Interactive,fruits-kingdom.jpg,96.25%,10,Yes,No
3782,Dice And Roll,EGT Interactive,dice-and-roll.jpg,95.76%,10,No,No
3783,Ultimate Hot,EGT Interactive,ultimate-hot.jpg,95.51%,5,No,No
3784,Venezia D'Oro,EGT Interactive,venezia-d-oro.jpg,96.25%,243,Yes,No
3785,Game Of Luck,EGT Interactive,game-of-luck.jpg,95.76%,20,No,No
3786,Zodiac Wheel,EGT Interactive,zodiac-wheel-slot-egt-interactive.jpg,96.45%,5,No,No
3787,Great Adventure,EGT Interactive,great-adventure.jpg,96.44%,25,Yes,No
3788,Easter Coop,Bally,easter-coop-ss.jpg,94%,25,Yes,Yes
3789,Lady Luck Deluxe,Bally,lady-luck-deluxe-ss.jpg,94%,25,Yes,Yes
3790,Winbledon,Bally,winbledon-ss.jpg,95.01%,25,Yes,Yes
3791,Bubble Time,Bally,bubble-time-ss.jpg,94.97%,25,Yes,Yes
3792,Cash Scoop,Bally,cash-scoop-ss.jpg,95%,25,Yes,Yes
3793,Britain's Got Talent,Playtech,britain-s-got-talent.jpg,Unknown,20,Yes,Yes
3794,Groovy Revolution,Bally,groovy-revolution-ss.jpg,95%,25,Yes,Yes
3795,Transformers Ultimate Payback,IGT,transformers-ultimate-payback-53ec8cd370a0f89f058b4576.jpg,92.52%,25,Yes,No
3796,Grease,Bally,grease-ss.jpg,95%,25,Yes,Yes
3797,Cluedo,IGT,cluedo.jpg,96%,15,No,Yes
3798,Mad Pinatas,Leander Games,mad-pinatas.jpg,95.26%,25,Yes,Yes
3799,Joker Strong,Xatronic Software,joker-strong-ss.jpg,,5,No,No
3800,Crazy Fruits,Xatronic Software,crazy-fruits-ss.jpg,,5,Yes,No
3801,Ring of Fire XL,Xatronic Software,ring-of-fire-xl-ss.jpg,,5,Yes,No
3802,Polar Tale,GamesOS,polar-tale-ss.jpg,95.32%,30,Yes,Yes
3803,Coin-U-Copia,Cryptologic,coin-u-copia-ss.jpg,,20,Yes,No
3804,Cleo Queen Of Egypt,Amaya,cleo-queen-of-egypt-ss.jpg,,9,No,Yes
3805,Cash N' Clovers,Amaya,cash-n-clovers-ss.jpg,,100,Yes,No
3806,Mah Jong Madness,WGS Technology (Vegas Technology),mah.jpg,Unknown,21,No,No
3807,The Last King of Egypt,WGS Technology (Vegas Technology),vegas-technology-5357b71e70a0f8e40d8b503b.jpg,Unknown,25,Yes,No
3808,The $5 Million Touchdown,WGS Technology (Vegas Technology),vegas-technology-5357b71e70a0f8e40d8b502b.jpg,Unknown,20,Yes,Yes
3809,Lucky Lagoon,WGS Technology (Vegas Technology),vegas-technology-5357b71770a0f8e40d8b4d1d.jpg,Unknown,5,No,No
3810,Lucky 7s,WGS Technology (Vegas Technology),vegas-technology-5357b71770a0f8e40d8b4d0b.jpg,Unknown,7,No,No
3811,Klondike Fever,WGS Technology (Vegas Technology),vegas-technology-5357b71670a0f8e40d8b4ca1.jpg,Unknown,5,No,No
3812,Independence Day,WGS Technology (Vegas Technology),vegas-technology-5357b71470a0f8e40d8b4b9c.jpg,Unknown,9,Yes,Yes
3813,Farming Futures,WGS Technology (Vegas Technology),vegas-technology-5357b71170a0f8e40d8b4a18.jpg,Unknown,9,No,No
3814,Evel Knievel,WGS Technology (Vegas Technology),vegas-technology-5357b71170a0f8e40d8b49fe.jpg,Unknown,20,Yes,Yes
3815,English Harbour,WGS Technology (Vegas Technology),vegas-technology-5357b71070a0f8e40d8b49b0.jpg,Unknown,5,No,No
3816,Crazy Cherry,WGS Technology (Vegas Technology),vegas-technology-5357b70e70a0f8e40d8b48b6.jpg,Unknown,1,No,No
3817,American Icon,WGS Technology (Vegas Technology),vegas-technology-5357b70970a0f8e40d8b4612.jpg,Unknown,20,Yes,Yes
3818,Ghost Pirates,SkillOnNet,ghost-pirates-2.jpg,98.49%,20,Yes,Yes
3819,Reels In The City,Pariplay,reels-in-the-city.jpg,90.03%,9,No,No
3820,Reel Groovy,Pariplay,reel-groovy.jpg,90.03%,9,No,No
3821,Outta Space,Pariplay,outta-space.jpg,89.01%,9,No,No
3822,Crypt Keeper,Pariplay,crypt-keeper.jpg,90.05%,20,No,Yes
3823,Win Wizard,Novomatic,win-wizard-ss.jpg,94%,20,No,Yes
3824,Easy Peasy Lemon Squeezy,Novomatic,easy-peasy-lemon-squeezy-ss-novomatic.jpg,94%,20,Yes,Yes
3825,Poker Mania,iSoftBet,poker-mania-rotativki77-com-642-004.jpg,Unknown,9,No,No
3826,Pirates Island,iSoftBet,irates-sland.jpg,Unknown,5,No,No
3827,Megawin,iSoftBet,meg.jpg,Unknown,9,No,Yes
3828,Breath of Fire,iSoftBet,9766-bcrljoeblm.jpg,Unknown,20,No,Yes
3829,Bonus Dragons,iSoftBet,fast-cpu-5357b70c70a0f8e40d8b475d.jpg,Unknown,15,No,No
3830,Sweet Thing,Cryptologic,sw-2.jpg,94%,8,No,Yes
3831,Mystique,Cryptologic,my.jpg,94.5%,9,Yes,No
3832,Dr M Brace,Cryptologic,dr.jpg,93.8%,25,Yes,Yes
3833,Cash Caper,Cryptologic,cash-2.jpg,94%,3,Yes,No
3834,Monopoly Dream Life,IGT,monopoly-dream-life-ss.jpg,96%,20,Yes,Yes
3835,Hammer of Thor,Tom Horn Gaming,hammer-of-thor-ss.jpg,Unknown,9,No,Yes
3836,Pharaoh Fortune,GameScale,pharaoh-fortune-ss.jpg,Unknown,5,No,No
3837,Monsters Bash,GameScale,monsters-bash-ss.jpg,Unknown,9,Yes,No
3838,Fairy's Fortune,WMS,fairys-fortune.jpg,92.34%,20,Yes,Yes
3839,Double Bubble,Realistic,double-bubble-realistic-ss.jpg,95%,20,Yes,No
3840,Norse Warrior,WMS,norse-warrior.jpg,91.99%,30,Yes,No
3841,Jean Wealth,Leander Games,jean-wealth-ss.jpg,96.5%,20,Yes,Yes
3842,X-tra Bonus Reels,iSoftBet,x-tra-bonus-reels-ss-isoftbet.jpg,Unknown,5,No,No
3843,80's Night Life,iSoftBet,80s-night-life-ss-isoftbet.jpg,Unknown,20,No,Yes
3844,Shopping Mania,iSoftBet,shopping-mania-ss-isoftbet.jpg,Unknown,15,No,Yes
3845,Ali Baba Wishes,iSoftBet,alibaba-wishes-ss-isoftbet.jpg,Unknown,9,No, Yes
3846,Golden Fish,iSoftBet,golden-fish-ss-isoftbet.jpg,Unknown,15,Yes,Yes
3847,Farm Fair,iSoftBet,farm-fair-ss-isoftbet.jpg,Unknown,9,Yes,Yes
3848,Million Cents,iSoftBet,million-cents-ss-isoftbet.jpg,Unknown,20,No,No
3849,Plumbo,Betsoft,plumbo.jpg,96%,25,Yes,No
3850,Rawhide ,WMS,rawhide1.jpg,95%,30,Yes,No
3851,Hillbilly Haven,NextGen,hillbilly-haven-ss.jpg,Unknown, 20,Yes,Yes
3852,Haunted Mansion,NextGen,haunted-mansion-ss.jpg,Unknown,20,Yes,Yes
3853,The Amazing Circus,NextGen,the-amazing-circus-ss.jpg,Unknown,20,Yes,Yes
3854,Astro City,NextGen,astro-city-ss.jpg,Unknown,20,Yes,Yes
3855,Haunting Harry,NextGen,haunting-harry-ss.jpg,Unknown,20,Yes,Yes
3856,Funland Festival,NextGen,funland-festival-ss.jpg,Unknown,20,Yes,Yes
3857,The Great Atlantic Quest,NextGen,the-great-atlantic-quest-ss.jpg,Unknown,20,Yes,Yes
3858,Cherries Diner,NextGen,cherries-diner-ss.jpg,Unknown,20,Yes,Yes
3859,Pirates Curse,NextGen,pirates-curse-ss.jpg,Unknown,20,Yes,Yes
3860,My Perfect Date,NextGen,my-perfect-date-ss.jpg,Unknown,20,Yes,Yes
3861,Mermaid’s Gold,WMS,mermaids-gold.JPG,92.02%,25,Yes,Yes
3862,SMILE,NeoGames,smile-ss.jpg,Unknown,9,No,No
3863,All That Glitters 2,WMS,all-that-glitters-2.JPG,92.01%,27,No,Yes
3864,Fishing with Buddies,Playtech,fishing-with-buddies.JPG,95.1%,20,Yes,Yes
3865,The Gusher,WMS,the-gusher.jpg,94.56%,30,Yes,Yes
3866,Desperado,OpenBet,betway.jpg,95%,20,No,No
3867,The Good The Bad and The Ugly,OpenBet,the-good-the-bad-and-the-ugly.jpg,95%,20,No,Yes
3868,Highlander,OpenBet,highlander.jpg,95%,20,Yes,Yes
3869,Casper's Mystery Mirror,Blueprint,caspers-mystery-mirror.jpg,95.5%,40,Yes,No
3870,Nine Reels Titan,Digital Gaming Solutions,9-reels-titan.jpg,Unknown,10,No,No
3871,Fruit Punch,Digital Gaming Solutions,fruit-punch.jpg,Unknown ,5,No,No
3872,Fast Way,Digital Gaming Solutions,fast-way.jpg,Unknown,5,No,No
3873,Alpha Centauri,Digital Gaming Solutions,alpha-centauri.jpg,Unknown,5,No,No
3874,Cafe Paris,NeoGames,cafe-paris-neogames.jpg,Unknown,9,No,No
3875,Auto Show,NeoGames,auto-show-neogames.jpg,Unknown,20,No,Yes
3876,Ice Land,NeoGames,ice-land-neogames.jpg,Unknown,9,No, No
3877,Holiday Hotel,NeoGames,holiday-hotel-neogames.jpg,Unknown,20,No,Yes
3878,Adventure Jack,NeoGames,adventure-jack-neogames.jpg,Unknown,20,No,Yes
3879,Egyptian Magic,NeoGames,egyptian-magic-neogames.jpg,Unknown,9,No,No
3880,Conga Beat,NeoGames,conga-beat-neogames.jpg,Unknown,20,No,Yes
3881,Legend of Terra,NeoGames,legend-of-terra-neogames.jpg,Unknown,20,No,Yes
3882,Monaco Glamour,NeoGames,monaco-glamour-neogames.jpg,Unknown,20,No,Yes
3883,Golden Pharaoh,Digital Gaming Solutions,golden-pharaoh.jpg,Unknown,5,No,No
3884,I Love Lucy,WMS,i-love-lucy.JPG,92.01%,27,No,Yes
3885,Tiger's Realm,WMS,tigers-realm.JPG,92.01%,50,Yes,Yes
3886,Elvis Top 20,Barcrest,elvis-top-20.jpg,95%,20,No,Yes
3887,Captain Jackpot's Cash Ahoy,Barcrest,captain-jackpots-cash-ahoy.jpg,95%,20,No,Yes
3888,Crown Jewels,Barcrest,crown-jewels.jpg,95%,10,No,No
3889,Snap,Cayetano Gaming,snap-slot.jpg,95.92%,8557,Yes,Yes
3890,Time Warp,Cayetano Gaming,time-warp.jpg,94.82%,20,Yes,Yes
3891,Robocop,Electracade,robocop.jpg,95%,20,No,No
3892,Catchphrase,Endemol Games,catchphrase.jpg,95.49%,20,No,Yes
3893,Banzai,Electracade,banzai.jpg,95%,15,No,Yes
3894,Family Fortune,Electracade,family-fortune.jpg,94.5%,20,Yes,Yes
3895,Mojo Rising,WMS,mojo-rising.JPG,94.96%,25,Yes,No
3896,Chieftains,WMS,chieftains.JPG,92.04%,30,Yes,No
3897,Star of India,WMS,star-of-india.jpg,95.14%,20,Yes,No
3898,Monopoly You're in the Money,IGT,monopoly-youre-in-the-money.jpg,96.8%,30,No,Yes
3899,Cleopatra Treasure,iSoftBet,cleopatras-treasure-ss-isoftbet.jpg,Unknown,5,No,Yes
3900,Vampire Slayers,GamesOS,vampire-slayer.jpg,95%,30,Yes,Yes
3901,Freaky Cowboys,GamesOS,freaky-cowboys.jpg,95%,30,No,Yes
3902,Samba Spins,Saucify,samba-spins-ss.jpg,Unknown,50,Yes,No
3903,Snow White,Cayetano Gaming,snow-white.jpg,94.56%,20,Yes,Yes
3904,Marines,Cayetano Gaming,marines.jpg,94.39%,10,Yes,Yes
3905,Foxy Robbers,Cayetano Gaming,foxy-robbers.jpg,92.56%,20,No,Yes
3906,Wipeout,Barcrest,wipeout.jpg,95%,10,Yes,No
3907,Elvis Multi-Strike,IGT,elvis-multi-strike.jpg,94.5%,60,No,Yes
3908,Monopoly: Here and Now,IGT,monopoly-here-and-now.jpg,95.76%,20,No,Yes
3909,Who Wants To Be A Millionaire,OpenBet,who-wants-to-be-a-millionaire.jpg,95%,20,Yes,Yes
3910,Fruity Burst,Virtue Fusion,fruit-burst.jpg,Unknown,25,No,No
3911,Monopoly with Pass,IGT,monopoly-with-pass.jpg,94.95%,9,Yes,Yes
3912,Legally Blond,OpenBet,legally-blond-slot.jpg,95%,15,No,Yes
3913,Peperami Man,OpenBet,peperami-man.jpg,95%,20,Yes,No
3914,Stand and Deliver,OpenBet,stand-and-deliver.jpg,95%,30,Yes,No
3915,Captain Scarlett,OpenBet,captain-scarlett-slot.jpg,95.5%,30,No,No
3916,Alien Autopsy,OpenBet,alien-autopsy.jpg,95%,15,No,Yes
3917,King of Aztecs,Barcrest,king-of-aztecs.jpg,95%,20,No,No
3918,Viva Las Vegas,Ash Gaming,viva-las-vegas.jpg,92%,20,Yes,Yes
3919,Jewels of Atlantis,Ash Gaming,jewels-of-atlantis.jpg,93.43%,20,Yes,Yes
3920,Call of Duty 4,Cryptologic,call-of-duty.jpg,95%,25,Yes,Yes
3921,Pharaoh's Treasure,iSoftBet,pharaohs-treasure-ss-isoftbet.jpg,Unknown,9,No,Yes
3922,Purse Of The Mummy,Saucify,the-purse-of-the-mummy.jpg,Unknown,15,Yes,Yes
3923,Code 211,Saucify,code-211.jpg,Unknown,15,Yes,Yes
3924,Samurai_Master,WMS,jp-samuraimaster-1.jpg,93.16%,30,Yes,No
3925,Reel Rich Devil,WMS,jp-rrd-1.jpg,91.84%,25,No,Yes
3926,Whipping Wild,WMS,whippingwild-1.jpg,92.14%,30,Yes,Yes
3927,Venetian Romance,WMS,venetianromance-1.jpg,95.04%,50,Yes,No
3928,Riches of the Amazon,WMS,richesoftheamazon-1.jpg,91.84%,25,No,Yes
3929,Palace of Riches,WMS,palaceofriches-1.jpg,92.22%,30,Yes,No
3930,Neptunes Forune,WMS,neptunefortune-1.jpg,92.98%,30,Yes,No
3931,Leprechauns Fortune,WMS,leprechaunsfortune-1.jpg,92.13%,50,Yes,No
3932,Griffins Gate,WMS,griffingate-1.jpg,93.08%,50,Yes,No
3933,Gem Hunter,WMS,gemhunter-1.jpg,93.18%,20,Yes,Yes
3934,Game of Dragons 2,WMS,gameofdragons-1.jpg,92.98%,30,Yes,No
3935,Enchanted Dragon,WMS,enchanteddragon-4.jpg,92.98%,20,No,Yes
3936,Plataea,WMS,jp-plataeu-1.jpg,92%,50,Yes,Yes
3937,Emerald Eyes,WMS,jp-emeraldeyes-1.jpg,93.18%,20,Yes,Yes
3938,Amazon Wild,Amaya,amazonwild.jpg,95.5%,100,No,Yes
3939,Castaway,Leander Games,castaway-ss.jpg,95%,30,Yes,Yes
3940,Blonde Legend,888 Gaming,888-gaming.jpg,96%,25,Yes,Yes
3941,Cleopatra's Secrets,SkillOnNet,cleopatra's-secrets.jpg,94%,20,Yes,Yes
3942,Treasure of Isis,Cryptologic,treasure-of-isis.jpg,94.5%,20,Yes,Yes
3943,Time Machine,Cryptologic,time-machine.jpg,95%,25,Yes,No
3944,Time Machine,Ash Gaming,time-machine-ash-gaming.jpg,95.12%,20,No,Yes
3945,Thai Sunrise,Cryptologic,thai-sunrise.jpg,94%,25,Yes,No
3946,Silver Star,Cryptologic,silver-star.jpg,94.5%,25,No,Yes
3947,Roamin' Gnome,Cryptologic,roamin-gnome.jpg,94%,30,Yes,Yes
3948,Reel Renovations,Cryptologic,reel-renovations.jpg,94.5%,20,No,Yes
3949,Quest of Kings,Cryptologic,quest-of-kings.jpg,94%,25,No,Yes
3950,Native Treasure,Cryptologic,native-treasure.jpg,94%,30,Yes,No
3951,Monkey Mania,Cryptologic,monkey-mania.jpg,94.5%,20,No,Yes
3952,Masquerade Ball,Cryptologic,masquerade-ball.jpg,94.5%, 20,No,Yes
3953,Dragon Sword,Cryptologic,dragon-sword.jpg,95.5%,25,Yes,Yes
3954,Dino Delight,Cryptologic,dino-delight.jpg,97%,25,Yes,Yes
3955,Diamond Cave,Cryptologic,diamond-cave.jpg,94.5%,20,No,Yes
3956,Computer Rage,Cryptologic,computer-rage.jpg,94%,25,No,Yes
3957,Caesar Salad,Cryptologic,caesar-salad.jpg,94.5%,25,Yes,No
3958,JetSet,iSoftBet,jetset-ss-isoftbet.jpg,Unknown,5,No ,Yes
3959,As the Reels Turn 3 Blinded by Love,Rival Gaming,as-the-reels-turn-3-blinded-by-love.jpg,96%,15,Yes,Yes
3960,As the Reels Turn 2 The Gamble,Rival Gaming,as-the-reels-turn-2-the-gamble.jpg,96% ,15,Yes,Yes
3961,Win a Million Dollars,Playtech,win-a-million-dollars.jpg,94.7%,5,No,Yes
3962,Wheel of Cash,Rival Gaming,wheel-of-cash.jpg,95%,20,Yes,Yes
3963,Watch the Birdie,Rival Gaming,watch-the-birdie.jpg,95%,15,No,Yes
3964,Wanted Dead or Alive,Playtech,wanted-dead-or-alive.jpg,92%,25,No,Yes
3965,Trick or Treat,Saucify,trick-or-treat-betonsoft-ss.jpg,Unknown,30,Yes,No
3966,Treasures of the Deep,Gamesys,treasures-of-the-deep.jpg,95%,9,Yes,No
3967,Top Gun,Gamesys,top-gun.jpg,93.5%,20,Yes,Yes
3968,The Oracle,Cryptologic,the-oracle.jpg,94.5%,9,Yes,No
3969,The Hamsteads,Cryptologic,the-hamsteads.jpg,93%,9,No,Yes
3970,Take 5 Millions,Playtech,take-5-millions.jpg,95.8%,20,Yes,Yes
3971,Swamp of Fortune,888 Gaming,888-gaming.jpg,96%,20,Yes,Yes
3972,Slotstructor,Pragmatic Play,slotstructor.jpg,Unknown,25,Yes,Yes
3973,Skeet Shooter,NetEnt,skeet-shooter.jpg,95%,9,No,Yes
3974,Seven Wonders,GTS,seven-wonders.jpg,Unknown,20,No,Yes
3975,Saturday Night Fever,Gamesys,saturday-night-fever.jpg,93.5%,20,Yes,Yes
3976,Reel in the Cash,Cryptologic,reel-in-the-cash.jpg,94.5%,20,No,Yes
3977,Picnic Panic,Cryptologic,picnic-panic.jpg,93.7%,25,Yes,Yes
3978,Ocean Fantasy,Pragmatic Play,ocean-fantasy-slot.jpg,Unknown,25,Yes,Yes
3979,Nothin' But Net,Cryptologic,nothin'-but-net.jpg,95%,9,Yes,No
3980,Morpheus Dream,Pragmatic Play,morpheus-dream.jpg,Unknown,15,Yes,Yes
3981,Mission Impossibles,Gamesys,mission-impossibles.jpg,94%,20,No,Yes
3982,Millionaire's Lane,Playtech,millionaires-lane.jpg,96.5%,20,Yes,Yes
3983,Magic Love,NetEnt,magic-love.jpg,96.6%,8,No,No
3984,Little Master,Amaya,little-master-ss.jpg,93.5%,25,Yes,Yes
3985,La Fiesta,Cryptologic,la-fiesta.jpg,94.7%,9,No,Yes
3986,King Tut's Fortune,Gamesys,king-tut's-fortune.jpg,96.5%,20,Yes,Yes
3987,Joyreel,Playtech,joyreel.jpg,95%,5,No,No
3988,Jewel Quest,Cryptologic,jewel-quest.jpg,93.1%,16,No,No
3989,Hot Dog,Cryptologic,hot-dog.jpg,93%,9,No,Yes
3990,Haunted House,Cryptologic,haunted-house.jpg,94.5%,20,No,Yes
3991,Graveyard Bash,Gamesys,graveyard-bash.jpg,95.6%,20,Yes,Yes
3992,Global Traveler,Playtech,global-traveler.jpg,95.4%,20,Yes,Yes
3993,Glamour,Pragmatic Play,glamour.jpg,Unknown,9,Yes,Yes
3994,Fruity Fortune,Digital Gaming Solutions,digital-gaming-solutions.jpg,Unknown,9,Yes,No
3995,Free Kick,Cryptologic,free-kick.jpg,94.5%,9,No,Yes
3996,Forgotten City,Playtech,forgotten-city.jpg,96%,5,No,No
3997,Dick Danger,Cryptologic,dick-danger.jpg,94.5%,9,No,Yes
